model_id,item_id,correct
gpt-4o-mini,66e883265ab37f0a7da089be,0.0
claude-opus-4-7,66e883265ab37f0a7da089be,0.0
claude-sonnet-4-6,66e883265ab37f0a7da089be,0.0
claude-haiku-4-5,66e883265ab37f0a7da089be,0.0
claude-opus-4-6,66e883265ab37f0a7da089be,0.0
claude-sonnet-4-5,66e883265ab37f0a7da089be,0.0
claude-opus-4-5,66e883265ab37f0a7da089be,0.0
gemini-3-5-flash,66e883265ab37f0a7da089be,1.0
gemini-3-1-flash-lite,66e883265ab37f0a7da089be,0.0
gemini-2-5-pro,66e883265ab37f0a7da089be,
gemini-2-5-flash,66e883265ab37f0a7da089be,1.0
gemini-2-5-flash-lite,66e883265ab37f0a7da089be,0.0
deepseek-v3,66e883265ab37f0a7da089be,0.0
deepseek-v4-flash,66e883265ab37f0a7da089be,
deepseek-v4-pro,66e883265ab37f0a7da089be,
o3-mini,66e88728ba7d8bc0d5806f3a,0.0
o4-mini,66e88728ba7d8bc0d5806f3a,0.0
deepseek-r1,66e88728ba7d8bc0d5806f3a,
gpt-4o-2024-11-20,66e88728ba7d8bc0d5806f3a,0.0
gpt-5-mini,66e88728ba7d8bc0d5806f3a,1.0
gpt-4-1,66e88728ba7d8bc0d5806f3a,0.0
gpt-4-1-mini,66e88728ba7d8bc0d5806f3a,0.0
gpt-4-1-nano,66e88728ba7d8bc0d5806f3a,0.0
gpt-5-4-mini,66e88728ba7d8bc0d5806f3a,0.0
gpt-5-4-nano,66e88728ba7d8bc0d5806f3a,0.0
gpt-5-nano,66e88728ba7d8bc0d5806f3a,0.0
gpt-4o-mini,66e88728ba7d8bc0d5806f3a,0.0
claude-opus-4-7,66e88728ba7d8bc0d5806f3a,0.0
claude-sonnet-4-6,66e88728ba7d8bc0d5806f3a,1.0
claude-haiku-4-5,66e88728ba7d8bc0d5806f3a,0.0
claude-opus-4-6,66e88728ba7d8bc0d5806f3a,0.0
claude-sonnet-4-5,66e88728ba7d8bc0d5806f3a,0.0
claude-opus-4-5,66e88728ba7d8bc0d5806f3a,0.0
gemini-3-5-flash,66e88728ba7d8bc0d5806f3a,0.0
gemini-3-1-flash-lite,66e88728ba7d8bc0d5806f3a,0.0
gemini-2-5-pro,66e88728ba7d8bc0d5806f3a,0.0
gemini-2-5-flash,66e88728ba7d8bc0d5806f3a,0.0
gemini-2-5-flash-lite,66e88728ba7d8bc0d5806f3a,0.0
deepseek-v3,66e88728ba7d8bc0d5806f3a,0.0
deepseek-v4-flash,66e88728ba7d8bc0d5806f3a,
deepseek-v4-pro,66e88728ba7d8bc0d5806f3a,0.0
o3-mini,66e8b578d0c1f7390bad120c,0.0
o4-mini,66e8b578d0c1f7390bad120c,0.0
deepseek-r1,66e8b578d0c1f7390bad120c,
gpt-4o-2024-11-20,66e8b578d0c1f7390bad120c,0.0
gpt-5-mini,66e8b578d0c1f7390bad120c,0.0
gpt-4-1,66e8b578d0c1f7390bad120c,0.0
gpt-4-1-mini,66e8b578d0c1f7390bad120c,0.0
gpt-4-1-nano,66e8b578d0c1f7390bad120c,0.0
gpt-5-4-mini,66e8b578d0c1f7390bad120c,0.0
gpt-5-4-nano,66e8b578d0c1f7390bad120c,0.0
gpt-5-nano,66e8b578d0c1f7390bad120c,0.0
gpt-4o-mini,66e8b578d0c1f7390bad120c,0.0
claude-opus-4-7,66e8b578d0c1f7390bad120c,0.0
claude-sonnet-4-6,66e8b578d0c1f7390bad120c,0.0
claude-haiku-4-5,66e8b578d0c1f7390bad120c,0.0
claude-opus-4-6,66e8b578d0c1f7390bad120c,0.0
claude-sonnet-4-5,66e8b578d0c1f7390bad120c,0.0
claude-opus-4-5,66e8b578d0c1f7390bad120c,0.0
gemini-3-5-flash,66e8b578d0c1f7390bad120c,0.0
gemini-3-1-flash-lite,66e8b578d0c1f7390bad120c,0.0
gemini-2-5-pro,66e8b578d0c1f7390bad120c,
gemini-2-5-flash,66e8b578d0c1f7390bad120c,0.0
gemini-2-5-flash-lite,66e8b578d0c1f7390bad120c,0.0
deepseek-v3,66e8b578d0c1f7390bad120c,0.0
deepseek-v4-flash,66e8b578d0c1f7390bad120c,0.0
deepseek-v4-pro,66e8b578d0c1f7390bad120c,
o3-mini,66e8d3ed713a83e8aeddc2f5,0.0
o4-mini,66e8d3ed713a83e8aeddc2f5,0.0
deepseek-r1,66e8d3ed713a83e8aeddc2f5,
gpt-4o-2024-11-20,66e8d3ed713a83e8aeddc2f5,0.0
gpt-5-mini,66e8d3ed713a83e8aeddc2f5,0.0
gpt-4-1,66e8d3ed713a83e8aeddc2f5,0.0
gpt-4-1-mini,66e8d3ed713a83e8aeddc2f5,0.0
gpt-4-1-nano,66e8d3ed713a83e8aeddc2f5,0.0
gpt-5-4-mini,66e8d3ed713a83e8aeddc2f5,0.0
gpt-5-4-nano,66e8d3ed713a83e8aeddc2f5,0.0
gpt-5-nano,66e8d3ed713a83e8aeddc2f5,0.0
gpt-4o-mini,66e8d3ed713a83e8aeddc2f5,0.0
claude-opus-4-7,66e8d3ed713a83e8aeddc2f5,0.0
claude-sonnet-4-6,66e8d3ed713a83e8aeddc2f5,0.0
claude-haiku-4-5,66e8d3ed713a83e8aeddc2f5,0.0
claude-opus-4-6,66e8d3ed713a83e8aeddc2f5,0.0
claude-sonnet-4-5,66e8d3ed713a83e8aeddc2f5,0.0
claude-opus-4-5,66e8d3ed713a83e8aeddc2f5,0.0
gemini-3-5-flash,66e8d3ed713a83e8aeddc2f5,1.0
gemini-3-1-flash-lite,66e8d3ed713a83e8aeddc2f5,0.0
gemini-2-5-pro,66e8d3ed713a83e8aeddc2f5,1.0
gemini-2-5-flash,66e8d3ed713a83e8aeddc2f5,0.0
gemini-2-5-flash-lite,66e8d3ed713a83e8aeddc2f5,0.0
deepseek-v3,66e8d3ed713a83e8aeddc2f5,0.0
deepseek-v4-flash,66e8d3ed713a83e8aeddc2f5,1.0
deepseek-v4-pro,66e8d3ed713a83e8aeddc2f5,1.0
o3-mini,66e8db4fe1e483c59165a247,0.0
o4-mini,66e8db4fe1e483c59165a247,0.0
deepseek-r1,66e8db4fe1e483c59165a247,0.0
gpt-4o-2024-11-20,66e8db4fe1e483c59165a247,0.0
gpt-5-mini,66e8db4fe1e483c59165a247,0.0
gpt-4-1,66e8db4fe1e483c59165a247,0.0
gpt-4-1-mini,66e8db4fe1e483c59165a247,0.0
gpt-4-1-nano,66e8db4fe1e483c59165a247,0.0
gpt-5-4-mini,66e8db4fe1e483c59165a247,0.0
gpt-5-4-nano,66e8db4fe1e483c59165a247,0.0
gpt-5-nano,66e8db4fe1e483c59165a247,0.0
gpt-4o-mini,66e8db4fe1e483c59165a247,0.0
claude-opus-4-7,66e8db4fe1e483c59165a247,0.0
claude-sonnet-4-6,66e8db4fe1e483c59165a247,0.0
claude-haiku-4-5,66e8db4fe1e483c59165a247,0.0
claude-opus-4-6,66e8db4fe1e483c59165a247,0.0
claude-sonnet-4-5,66e8db4fe1e483c59165a247,
claude-opus-4-5,66e8db4fe1e483c59165a247,0.0
gemini-3-5-flash,66e8db4fe1e483c59165a247,0.0
gemini-3-1-flash-lite,66e8db4fe1e483c59165a247,0.0
gemini-2-5-pro,66e8db4fe1e483c59165a247,0.0
gemini-2-5-flash,66e8db4fe1e483c59165a247,0.0
gemini-2-5-flash-lite,66e8db4fe1e483c59165a247,0.0
deepseek-v3,66e8db4fe1e483c59165a247,0.0
deepseek-v4-flash,66e8db4fe1e483c59165a247,0.0
deepseek-v4-pro,66e8db4fe1e483c59165a247,0.0
o3-mini,66e8e1056c0b8ace336996ea,0.0
o4-mini,66e8e1056c0b8ace336996ea,0.0
deepseek-r1,66e8e1056c0b8ace336996ea,0.0
gpt-4o-2024-11-20,66e8e1056c0b8ace336996ea,0.0
gpt-5-mini,66e8e1056c0b8ace336996ea,0.0
gpt-4-1,66e8e1056c0b8ace336996ea,0.0
gpt-4-1-mini,66e8e1056c0b8ace336996ea,0.0
gpt-4-1-nano,66e8e1056c0b8ace336996ea,0.0
gpt-5-4-mini,66e8e1056c0b8ace336996ea,0.0
gpt-5-4-nano,66e8e1056c0b8ace336996ea,0.0
gpt-5-nano,66e8e1056c0b8ace336996ea,0.0
gpt-4o-mini,66e8e1056c0b8ace336996ea,0.0
claude-opus-4-7,66e8e1056c0b8ace336996ea,0.0
claude-sonnet-4-6,66e8e1056c0b8ace336996ea,0.0
claude-haiku-4-5,66e8e1056c0b8ace336996ea,0.0
claude-opus-4-6,66e8e1056c0b8ace336996ea,0.0
claude-sonnet-4-5,66e8e1056c0b8ace336996ea,0.0
claude-opus-4-5,66e8e1056c0b8ace336996ea,0.0
gemini-3-5-flash,66e8e1056c0b8ace336996ea,1.0
gemini-3-1-flash-lite,66e8e1056c0b8ace336996ea,1.0
gemini-2-5-pro,66e8e1056c0b8ace336996ea,0.0
gemini-2-5-flash,66e8e1056c0b8ace336996ea,0.0
gemini-2-5-flash-lite,66e8e1056c0b8ace336996ea,0.0
deepseek-v3,66e8e1056c0b8ace336996ea,0.0
deepseek-v4-flash,66e8e1056c0b8ace336996ea,0.0
deepseek-v4-pro,66e8e1056c0b8ace336996ea,
o3-mini,66e8e6c8f59e5564daf565bd,0.0
o4-mini,66e8e6c8f59e5564daf565bd,0.0
deepseek-r1,66e8e6c8f59e5564daf565bd,0.0
gpt-4o-2024-11-20,66e8e6c8f59e5564daf565bd,0.0
gpt-5-mini,66e8e6c8f59e5564daf565bd,0.0
gpt-4-1,66e8e6c8f59e5564daf565bd,0.0
gpt-4-1-mini,66e8e6c8f59e5564daf565bd,0.0
gpt-4-1-nano,66e8e6c8f59e5564daf565bd,0.0
gpt-5-4-mini,66e8e6c8f59e5564daf565bd,0.0
gpt-5-4-nano,66e8e6c8f59e5564daf565bd,0.0
gpt-5-nano,66e8e6c8f59e5564daf565bd,0.0
gpt-4o-mini,66e8e6c8f59e5564daf565bd,0.0
claude-opus-4-7,66e8e6c8f59e5564daf565bd,0.0
claude-sonnet-4-6,66e8e6c8f59e5564daf565bd,0.0
claude-haiku-4-5,66e8e6c8f59e5564daf565bd,0.0
claude-opus-4-6,66e8e6c8f59e5564daf565bd,0.0
claude-sonnet-4-5,66e8e6c8f59e5564daf565bd,0.0
claude-opus-4-5,66e8e6c8f59e5564daf565bd,0.0
gemini-3-5-flash,66e8e6c8f59e5564daf565bd,0.0
gemini-3-1-flash-lite,66e8e6c8f59e5564daf565bd,0.0
gemini-2-5-pro,66e8e6c8f59e5564daf565bd,0.0
gemini-2-5-flash,66e8e6c8f59e5564daf565bd,0.0
gemini-2-5-flash-lite,66e8e6c8f59e5564daf565bd,0.0
deepseek-v3,66e8e6c8f59e5564daf565bd,0.0
deepseek-v4-flash,66e8e6c8f59e5564daf565bd,0.0
deepseek-v4-pro,66e8e6c8f59e5564daf565bd,0.0
o3-mini,66e8ea4cacb34dd5dbffa298,1.0
o4-mini,66e8ea4cacb34dd5dbffa298,0.0
deepseek-r1,66e8ea4cacb34dd5dbffa298,0.0
gpt-4o-2024-11-20,66e8ea4cacb34dd5dbffa298,0.0
gpt-5-mini,66e8ea4cacb34dd5dbffa298,1.0
gpt-4-1,66e8ea4cacb34dd5dbffa298,1.0
gpt-4-1-mini,66e8ea4cacb34dd5dbffa298,0.0
gpt-4-1-nano,66e8ea4cacb34dd5dbffa298,0.0
gpt-5-4-mini,66e8ea4cacb34dd5dbffa298,1.0
gpt-5-4-nano,66e8ea4cacb34dd5dbffa298,0.0
gpt-5-nano,66e8ea4cacb34dd5dbffa298,1.0
gpt-4o-mini,66e8ea4cacb34dd5dbffa298,0.0
claude-opus-4-7,66e8ea4cacb34dd5dbffa298,0.0
claude-sonnet-4-6,66e8ea4cacb34dd5dbffa298,0.0
claude-haiku-4-5,66e8ea4cacb34dd5dbffa298,0.0
claude-opus-4-6,66e8ea4cacb34dd5dbffa298,0.0
claude-sonnet-4-5,66e8ea4cacb34dd5dbffa298,0.0
claude-opus-4-5,66e8ea4cacb34dd5dbffa298,0.0
gemini-3-5-flash,66e8ea4cacb34dd5dbffa298,0.0
gemini-3-1-flash-lite,66e8ea4cacb34dd5dbffa298,0.0
gemini-2-5-pro,66e8ea4cacb34dd5dbffa298,0.0
gemini-2-5-flash,66e8ea4cacb34dd5dbffa298,0.0
gemini-2-5-flash-lite,66e8ea4cacb34dd5dbffa298,0.0
deepseek-v3,66e8ea4cacb34dd5dbffa298,0.0
deepseek-v4-flash,66e8ea4cacb34dd5dbffa298,0.0
deepseek-v4-pro,66e8ea4cacb34dd5dbffa298,0.0
o3-mini,66e906f860abc895aedcf467,
o4-mini,66e906f860abc895aedcf467,
deepseek-r1,66e906f860abc895aedcf467,
gpt-4o-2024-11-20,66e906f860abc895aedcf467,0.0
gpt-5-mini,66e906f860abc895aedcf467,
gpt-4-1,66e906f860abc895aedcf467,0.0
gpt-4-1-mini,66e906f860abc895aedcf467,0.0
gpt-4-1-nano,66e906f860abc895aedcf467,0.0
gpt-5-4-mini,66e906f860abc895aedcf467,0.0
gpt-5-4-nano,66e906f860abc895aedcf467,0.0
gpt-5-nano,66e906f860abc895aedcf467,
gpt-4o-mini,66e906f860abc895aedcf467,0.0
claude-opus-4-7,66e906f860abc895aedcf467,0.0
claude-sonnet-4-6,66e906f860abc895aedcf467,0.0
claude-haiku-4-5,66e906f860abc895aedcf467,0.0
claude-opus-4-6,66e906f860abc895aedcf467,0.0
claude-sonnet-4-5,66e906f860abc895aedcf467,0.0
claude-opus-4-5,66e906f860abc895aedcf467,0.0
gemini-3-5-flash,66e906f860abc895aedcf467,0.0
gemini-3-1-flash-lite,66e906f860abc895aedcf467,0.0
gemini-2-5-pro,66e906f860abc895aedcf467,
gemini-2-5-flash,66e906f860abc895aedcf467,0.0
gemini-2-5-flash-lite,66e906f860abc895aedcf467,0.0
deepseek-v3,66e906f860abc895aedcf467,0.0
deepseek-v4-flash,66e906f860abc895aedcf467,
deepseek-v4-pro,66e906f860abc895aedcf467,
o3-mini,66e90adfa5b0e84a801c7660,0.0
o4-mini,66e90adfa5b0e84a801c7660,0.0
deepseek-r1,66e90adfa5b0e84a801c7660,0.0
gpt-4o-2024-11-20,66e90adfa5b0e84a801c7660,0.0
gpt-5-mini,66e90adfa5b0e84a801c7660,0.0
gpt-4-1,66e90adfa5b0e84a801c7660,0.0
gpt-4-1-mini,66e90adfa5b0e84a801c7660,0.0
gpt-4-1-nano,66e90adfa5b0e84a801c7660,0.0
gpt-5-4-mini,66e90adfa5b0e84a801c7660,0.0
gpt-5-4-nano,66e90adfa5b0e84a801c7660,0.0
gpt-5-nano,66e90adfa5b0e84a801c7660,1.0
gpt-4o-mini,66e90adfa5b0e84a801c7660,0.0
claude-opus-4-7,66e90adfa5b0e84a801c7660,0.0
claude-sonnet-4-6,66e90adfa5b0e84a801c7660,0.0
claude-haiku-4-5,66e90adfa5b0e84a801c7660,0.0
claude-opus-4-6,66e90adfa5b0e84a801c7660,0.0
claude-sonnet-4-5,66e90adfa5b0e84a801c7660,0.0
claude-opus-4-5,66e90adfa5b0e84a801c7660,0.0
gemini-3-5-flash,66e90adfa5b0e84a801c7660,1.0
gemini-3-1-flash-lite,66e90adfa5b0e84a801c7660,0.0
gemini-2-5-pro,66e90adfa5b0e84a801c7660,0.0
gemini-2-5-flash,66e90adfa5b0e84a801c7660,0.0
gemini-2-5-flash-lite,66e90adfa5b0e84a801c7660,0.0
deepseek-v3,66e90adfa5b0e84a801c7660,0.0
deepseek-v4-flash,66e90adfa5b0e84a801c7660,0.0
deepseek-v4-pro,66e90adfa5b0e84a801c7660,0.0
o3-mini,66e9172ef3f20cc62f5143a4,0.0
o4-mini,66e9172ef3f20cc62f5143a4,0.0
deepseek-r1,66e9172ef3f20cc62f5143a4,0.0
gpt-4o-2024-11-20,66e9172ef3f20cc62f5143a4,0.0
gpt-5-mini,66e9172ef3f20cc62f5143a4,0.0
gpt-4-1,66e9172ef3f20cc62f5143a4,0.0
gpt-4-1-mini,66e9172ef3f20cc62f5143a4,0.0
gpt-4-1-nano,66e9172ef3f20cc62f5143a4,0.0
gpt-5-4-mini,66e9172ef3f20cc62f5143a4,0.0
gpt-5-4-nano,66e9172ef3f20cc62f5143a4,0.0
gpt-5-nano,66e9172ef3f20cc62f5143a4,0.0
gpt-4o-mini,66e9172ef3f20cc62f5143a4,1.0
claude-opus-4-7,66e9172ef3f20cc62f5143a4,0.0
claude-sonnet-4-6,66e9172ef3f20cc62f5143a4,0.0
claude-haiku-4-5,66e9172ef3f20cc62f5143a4,0.0
claude-opus-4-6,66e9172ef3f20cc62f5143a4,0.0
claude-sonnet-4-5,66e9172ef3f20cc62f5143a4,0.0
claude-opus-4-5,66e9172ef3f20cc62f5143a4,1.0
gemini-3-5-flash,66e9172ef3f20cc62f5143a4,0.0
gemini-3-1-flash-lite,66e9172ef3f20cc62f5143a4,0.0
gemini-2-5-pro,66e9172ef3f20cc62f5143a4,0.0
gemini-2-5-flash,66e9172ef3f20cc62f5143a4,1.0
gemini-2-5-flash-lite,66e9172ef3f20cc62f5143a4,0.0
deepseek-v3,66e9172ef3f20cc62f5143a4,0.0
deepseek-v4-flash,66e9172ef3f20cc62f5143a4,0.0
deepseek-v4-pro,66e9172ef3f20cc62f5143a4,0.0
o3-mini,66e91bc08dd8f00467e3d5d8,0.0
o4-mini,66e91bc08dd8f00467e3d5d8,0.0
deepseek-r1,66e91bc08dd8f00467e3d5d8,
gpt-4o-2024-11-20,66e91bc08dd8f00467e3d5d8,0.0
gpt-5-mini,66e91bc08dd8f00467e3d5d8,0.0
gpt-4-1,66e91bc08dd8f00467e3d5d8,0.0
gpt-4-1-mini,66e91bc08dd8f00467e3d5d8,0.0
gpt-4-1-nano,66e91bc08dd8f00467e3d5d8,0.0
gpt-5-4-mini,66e91bc08dd8f00467e3d5d8,0.0
gpt-5-4-nano,66e91bc08dd8f00467e3d5d8,0.0
gpt-5-nano,66e91bc08dd8f00467e3d5d8,
gpt-4o-mini,66e91bc08dd8f00467e3d5d8,0.0
claude-opus-4-7,66e91bc08dd8f00467e3d5d8,0.0
claude-sonnet-4-6,66e91bc08dd8f00467e3d5d8,0.0
claude-haiku-4-5,66e91bc08dd8f00467e3d5d8,0.0
claude-opus-4-6,66e91bc08dd8f00467e3d5d8,1.0
claude-sonnet-4-5,66e91bc08dd8f00467e3d5d8,0.0
claude-opus-4-5,66e91bc08dd8f00467e3d5d8,0.0
gemini-3-5-flash,66e91bc08dd8f00467e3d5d8,0.0
gemini-3-1-flash-lite,66e91bc08dd8f00467e3d5d8,0.0
gemini-2-5-pro,66e91bc08dd8f00467e3d5d8,
gemini-2-5-flash,66e91bc08dd8f00467e3d5d8,0.0
gemini-2-5-flash-lite,66e91bc08dd8f00467e3d5d8,0.0
deepseek-v3,66e91bc08dd8f00467e3d5d8,1.0
deepseek-v4-flash,66e91bc08dd8f00467e3d5d8,
deepseek-v4-pro,66e91bc08dd8f00467e3d5d8,
o3-mini,66e926cd0a94aa76a5ed8df8,
o4-mini,66e926cd0a94aa76a5ed8df8,
deepseek-r1,66e926cd0a94aa76a5ed8df8,
gpt-4o-2024-11-20,66e926cd0a94aa76a5ed8df8,0.0
gpt-5-mini,66e926cd0a94aa76a5ed8df8,
gpt-4-1,66e926cd0a94aa76a5ed8df8,0.0
gpt-4-1-mini,66e926cd0a94aa76a5ed8df8,0.0
gpt-4-1-nano,66e926cd0a94aa76a5ed8df8,0.0
gpt-5-4-mini,66e926cd0a94aa76a5ed8df8,0.0
gpt-5-4-nano,66e926cd0a94aa76a5ed8df8,1.0
gpt-5-nano,66e926cd0a94aa76a5ed8df8,
gpt-4o-mini,66e926cd0a94aa76a5ed8df8,1.0
claude-opus-4-7,66e926cd0a94aa76a5ed8df8,0.0
claude-sonnet-4-6,66e926cd0a94aa76a5ed8df8,0.0
claude-haiku-4-5,66e926cd0a94aa76a5ed8df8,0.0
claude-opus-4-6,66e926cd0a94aa76a5ed8df8,0.0
claude-sonnet-4-5,66e926cd0a94aa76a5ed8df8,0.0
claude-opus-4-5,66e926cd0a94aa76a5ed8df8,0.0
gemini-3-5-flash,66e926cd0a94aa76a5ed8df8,0.0
gemini-3-1-flash-lite,66e926cd0a94aa76a5ed8df8,1.0
gemini-2-5-pro,66e926cd0a94aa76a5ed8df8,
gemini-2-5-flash,66e926cd0a94aa76a5ed8df8,0.0
gemini-2-5-flash-lite,66e926cd0a94aa76a5ed8df8,0.0
deepseek-v3,66e926cd0a94aa76a5ed8df8,0.0
deepseek-v4-flash,66e926cd0a94aa76a5ed8df8,
deepseek-v4-pro,66e926cd0a94aa76a5ed8df8,
o3-mini,66e93893a3326adf2da92ef0,0.0
o4-mini,66e93893a3326adf2da92ef0,
deepseek-r1,66e93893a3326adf2da92ef0,
gpt-4o-2024-11-20,66e93893a3326adf2da92ef0,0.0
gpt-5-mini,66e93893a3326adf2da92ef0,0.0
gpt-4-1,66e93893a3326adf2da92ef0,0.0
gpt-4-1-mini,66e93893a3326adf2da92ef0,0.0
gpt-4-1-nano,66e93893a3326adf2da92ef0,0.0
gpt-5-4-mini,66e93893a3326adf2da92ef0,0.0
gpt-5-4-nano,66e93893a3326adf2da92ef0,0.0
gpt-5-nano,66e93893a3326adf2da92ef0,0.0
gpt-4o-mini,66e93893a3326adf2da92ef0,0.0
claude-opus-4-7,66e93893a3326adf2da92ef0,1.0
claude-sonnet-4-6,66e93893a3326adf2da92ef0,0.0
claude-haiku-4-5,66e93893a3326adf2da92ef0,0.0
claude-opus-4-6,66e93893a3326adf2da92ef0,0.0
claude-sonnet-4-5,66e93893a3326adf2da92ef0,0.0
claude-opus-4-5,66e93893a3326adf2da92ef0,0.0
gemini-3-5-flash,66e93893a3326adf2da92ef0,0.0
gemini-3-1-flash-lite,66e93893a3326adf2da92ef0,0.0
gemini-2-5-pro,66e93893a3326adf2da92ef0,
gemini-2-5-flash,66e93893a3326adf2da92ef0,0.0
gemini-2-5-flash-lite,66e93893a3326adf2da92ef0,0.0
deepseek-v3,66e93893a3326adf2da92ef0,0.0
deepseek-v4-flash,66e93893a3326adf2da92ef0,
deepseek-v4-pro,66e93893a3326adf2da92ef0,
o3-mini,66e946fbb78e263c565b17e3,0.0
o4-mini,66e946fbb78e263c565b17e3,0.0
deepseek-r1,66e946fbb78e263c565b17e3,0.0
gpt-4o-2024-11-20,66e946fbb78e263c565b17e3,0.0
gpt-5-mini,66e946fbb78e263c565b17e3,0.0
